ANO,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,PF 17% ZONA FRANCA DE MANAUS,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 20%,PF 21%,PF 22%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),ÚLTIMA ALTERAÇÃO,COMERCIALIZAÇÃO 2022,TARJA
2023,DIENOGESTE;VALERATO DE ESTRADIOL,56.990.534/0001-67,UNIAO QUIMICA INTERNACIONAL LTDA,530917060013104,1002001390025,7896116871497,    -     ,    -     ,CHARMELIE,COM REV A + COM REV B + COM REV C + COM REV D 3 ESTOJ CARTOL BL AL PLAS INC X 26 + 2 PLACEBOS ,G3A4 - PREPARAÇÕES CONTRACEPTIVAS TRIFÁSICAS,    -     ,Regulado,"107,37","120,26","138,97","148,61","129,37",,"149,65","130,15","150,70","130,95","152,85","155,06","157,34","159,69",Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502006118219,1002900050014,7897337706575,    -     ,    -     ,SINGULAIR,5 MG COM MAST CT 3 BL AL PLAS INC X 10,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"52,30","52,30","59,43","63,01","63,01",,"63,39","63,39","63,78","63,78","64,57","65,38","66,20","67,05",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha (**)
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502002112216,1002900050022,7897337706568,    -     ,    -     ,SINGULAIR,10 MG COM REV CT 3 BL AL PLAS INC X 10,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"52,30","52,30","59,43","63,01","63,01",,"63,39","63,39","63,78","63,78","64,57","65,38","66,20","67,05",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha (**)
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502003119214,1002900050057,7897337706490,    -     ,    -     ,SINGULAIR,4 MG COM  MAST CT BL AL PLAS INC X 10,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"35,16","35,16","39,95","42,36","42,36",,"42,62","42,62","42,88","42,88","43,41","43,95","44,51","45,08",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha (**)
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502004115212,1002900050065,7897337706506,    -     ,    -     ,SINGULAIR,4 MG COM MAST CT 3  BL AL PLAS INC X 10,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"52,30","52,30","59,43","63,01","63,01",,"63,39","63,39","63,78","63,78","64,57","65,38","66,20","67,05",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha (**)
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502005111210,1002900050073,7897337706520,    -     ,    -     ,SINGULAIR,5 MG COM MAST CT BL AL PLAS INC X 10,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"35,16","35,16","39,95","42,36","42,36",,"42,62","42,62","42,88","42,88","43,41","43,95","44,51","45,08",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha (**)
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502001116218,1002900050081,7897337706551,    -     ,    -     ,SINGULAIR,10 MG COM REV CT BL AL PLAS INC X 10,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"35,16","35,16","39,95","42,36","42,36",,"42,62","42,62","42,88","42,88","43,41","43,95","44,51","45,08",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha (**)
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502008137318,1002900050111,7897337707923,    -     ,    -     ,SINGULAIR,4 MG GRAN SOL CT 30 ENV AL/PLAS X 500 MG ,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"164,67","164,67","187,13","198,40","198,40",,"199,60","199,60","200,82","200,82","203,30","205,84","208,44","211,12",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha
2023,MONTELUCASTE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502007130311,1002900050121,7897337707916,    -     ,    -     ,SINGULAIR,4 MG GRAN SOL CT 10 ENV AL/PLAS X 500 MG  ,R3J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Novo,Regulado,"54,82","54,82","62,30","66,05","66,05",,"66,45","66,45","66,85","66,85","67,68","68,53","69,39","70,28",Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha
2023,LOSARTANA POTÁSSICA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525500601116311,1002900070066,7897337707336,    -     ,    -     ,COZAAR,100 MG COM REV CT BL AL PVC/PE/PVDC BCO OPC X 30,C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS,Novo,Regulado,"55,62","55,62","63,20","67,01","67,01",,"67,42","67,42","67,83","67,83","68,67","69,53","70,41","71,31",Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (**)
