ANO,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,PF 17% ZONA FRANCA DE MANAUS,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 20%,PF 21%,PF 22%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),ÚLTIMA ALTERAÇÃO,COMERCIALIZAÇÃO 2021,TARJA
2022,ZOPICLONA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502806201116315,1130003050010,7896070602403,    -     ,    -     ,IMOVANE,"7,5 MG COM REV CT BL AL PLAS TRANS X 20",N5B1 - HIPNÓTICOS E SEDATIVOS NÃO BARBITÚRICOS PUROS,Novo,Regulado,"43,16","43,16","49,05","52,00","52,00",,"52,32","52,32","52,63","52,63",,"53,95",,,Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha sob restrição
2022,ZOPICLONA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720080085217,1832604280011,7896070602403,    -     ,    -     ,IMOVANE,"7,5 MG COM REV CT BL AL PLAS TRANS X 20",N5B1 - HIPNÓTICOS E SEDATIVOS NÃO BARBITÚRICOS PUROS,Novo,Regulado,"43,16","43,16","49,05","52,00","52,00",,"52,32","52,32","52,63","52,63",,"53,95",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha sob restrição
2022,ZOLMITRIPTANA,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542818090002117,1861000100011,7898582381432,7898582382217,    -     ,ZOMIG/ZOMIG OD,"2,5 MG COM REV CT BL AL AL X 2",N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,Novo,Regulado,"40,23","40,23","45,72","48,47","48,47",,"48,76","48,76","49,06","49,06",,"50,29",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha
2022,ZOLMITRIPTANA,10.555.143/0001-13,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.,542818090002217,1861000100021,7898582381425,7898582382224,    -     ,ZOMIG/ZOMIG OD,"2,5 MG COM ORODISP CT BL AL AL X 2",N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS,Novo,Regulado,"40,23","40,23","45,72","48,47","48,47",,"48,76","48,76","49,06","49,06",,"50,29",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha
2022,ZIDOVUDINA;LAMIVUDINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510620070055407,1010702140018,7896015591120,    -     ,    -     ,BIOVIR,"(150,00+300,00) MG COM REV CT BL AL PLAS TRANS X 60",J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS,Novo,Regulado,"926,65","926,65",,,,,,,,,,,,,Não,Não,Não,Sim,,Positiva,,Sim,Tarja Vermelha
2022,ZIDOVUDINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506722030095905,1029801270050,7896676427677,    -     ,    -     ,ZIDOVIR,10 MG/ML SOL INJ INFUS IV FA  CT  FA VD AMB X 20 ML,J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS,Medicamento,Regulado,"13,32","13,32",,,,,,,,,,,,,Sim,Sim,Sim,Sim,,Positiva,,Não,Tarja Sem Tarja
2022,ZANUBRUTINIBE,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534222020025107,1221401160018,7892953207581,    -     ,    -     ,BRUKINSA,80 MG CAP DURA CT FR PLAS PEAD OPC X 120,L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE,Novo,Regulado,"33963,20","38038,79","43957,17","47005,60","40919,51",,"47333,91","41167,52","47666,83","41418,54",,"49046,87",,,Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha
2022,ZANAMIVIR,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510606401171310,1010702630015,7896269901485,    -     ,    -     ,RELENZA,5 MG PO INAL CT BL AL /AL X 20 DOSES + APLICADOR,J5B4 - ANTIVIRAIS PARA INFLUENZA,Novo,Regulado,"94,90","94,90","107,84","114,34","114,34",,"115,03","115,03","115,73","115,73",,"118,63",,,Não,Não,Não,Não,,Positiva,,Não,- (*) 
2022,VOSORITIDA,08.002.360/0001-34,BIOMARIN BRASIL FARMACÊUTICA LTDA,542422020000601,1733300050018,5391524463187,5391524462807,    -     ,VOXZOGO,"0,4 MG PO LIOF SOL INJ SC CT 10 FA VD TRANS + 10 SER PREENC VD TRANS DIL X 0,5 ML + 10 AGU + 10 SER",M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,Biológico,Regulado,"48564,39","54392,12","62854,88","67213,87","58511,29",,"67683,32","58865,93","68159,36","59224,86",,"70132,71",,,Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha
2022,VOSORITIDA,08.002.360/0001-34,BIOMARIN BRASIL FARMACÊUTICA LTDA,542422020000701,1733300050026,5391524463194,5391524462814,    -     ,VOXZOGO,"0,56 MG PO LIOF SOL INJ SC CT 10 FA VD TRANS + 10 SER PREENC VD TRANS DIL X 0,7 ML + 10 AGU + 10 SER",M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,Biológico,Regulado,"48564,39","54392,12","62854,88","67213,87","58511,29",,"67683,32","58865,93","68159,36","59224,86",,"70132,71",,,Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha
2022,VOSORITIDA,08.002.360/0001-34,BIOMARIN BRASIL FARMACÊUTICA LTDA,542422020000801,1733300050034,5391524463200,5391524462821,    -     ,VOXZOGO,"1,2 MG PO LIOF SOL INJ SC CT 10 FA VD TRANS + 10 SER PREENC VD TRANS DIL X 0,6 ML + 10 AGU + 10 SER",M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,Biológico,Regulado,"48564,39","54392,12","62854,88","67213,87","58511,29",,"67683,32","58865,93","68159,36","59224,86",,"70132,71",,,Não,Não,Não,Não,,Negativa,,Não,Tarja Vermelha
2022,VORICONAZOL,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522717120068617,1211004040035,7891268111323,    -     ,    -     ,VFEND,200 MG PO LIOF SOL INJ CT 1 FA VD TRANS,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Novo,Regulado,"1384,33","1384,33","1573,10","1667,87","1667,87",,"1677,98","1677,98","1688,21","1688,21",,"1730,41",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha
2022,VORICONAZOL,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522717120068717,1211004040078,7891268111316,    -     ,    -     ,VFEND,50 MG COM REV CT BL AL PLAS TRANS X  14,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Novo,Regulado,"1425,06","1425,06","1619,39","1716,94","1716,94",,"1727,35","1727,35","1737,88","1737,88",,"1781,33",,,Não,Não,Não,Não,,Positiva,,Não,Tarja Vermelha
2022,VORICONAZOL,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522717120068517,1211004040116,7891268111309,    -     ,    -     ,VFEND,200 MG COM REV CT BL AL PLAS TRANS X 14,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,Novo,Regulado,"5700,26","5700,26","6477,57","6867,78","6867,78",,"6909,40","6909,40","6951,54","6951,54",,"7125,33",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha
2022,VORETIGENO NEPARVOVEQUE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526520120098907,1006811730012,7896261022010,    -     ,    -     ,LUXTURNA,"5X10E12GV/ML SOL FR PLAS TRANS X 0,5ML + 2 SOL DIL FR PLAS TRANS X 1,7 ML",S1X1 - OUTROS PRODUTOS OFTALMOLÓGICO SISTÊMICOS,Produto de Terapia Avançada,Regulado,"2041433,09","2286405,43","2642142,68","2825375,21","2459557,20",,"2845109,17","2474464,56","2865119,79","2489552,55",,"2948070,58",,,Sim,Não,Não,Não,,Negativa,,Sim,Tarja Vermelha
2022,VOLANESORSENA SÓDICA,25.210.463/0001-09,PTC FARMACEUTICA DO BRASIL LTDA.,586021110000801,1577000030010,5391528830749,    -     ,    -     ,WAYLIVRA,"200 MG/ML SOL INJ SC CT SER PREENC VD TRANS X 1,5 ML",C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS,Novo,Regulado,"114392,57","124653,28","143428,18","153034,34","137822,40",,"154066,22","138657,70","155112,18","139503,10",,"159442,27",,,Não,Não,Não,Não,,Neutra,,Não,Tarja Vermelha
2022,VOLANESORSENA SÓDICA,25.210.463/0001-09,PTC FARMACEUTICA DO BRASIL LTDA.,586021110000901,1577000030029,5391528830756,    -     ,    -     ,WAYLIVRA,"200 MG/ML SOL INJ SC CT ENVOL 4 SER PREENC VD TRANS X 1,5 ML",C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS,Novo,Regulado,"457570,26","498613,10","573712,71","612137,33","551289,58",,"616264,85","554630,79","620448,71","558012,38",,"637769,04",,,Não,Não,Não,Não,,Neutra,,Não,Tarja Vermelha
2022,VITELINATO DE PRATA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501000601179319,1014701060013,7897316801116,    -     ,    -     ,ARGIROL OCULUM,10 PCC SOL OFT CT FR PLAS OPC GOT X 5 ML,S1G9 - OUTROS PRODUTOS OFTALMOLÓGICOS SIMILARES,Novo,Regulado,"7,52","8,42","9,73","10,40","9,06",,"10,48","9,11","10,55","9,17",,"10,86",,,Não,Não,Não,Não,,Negativa,,Não,- (*) 
2022,VITAMINA E,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533020050069907,1049713750055,7896006298298,    -     ,    -     ,BIO E,400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 30,A11X3 - VITAMINA E PURA,Específico,Liberado,"25,96","29,08","33,60","35,93","31,28",,"36,19","31,47","36,44","31,66",,"37,50",,,Não,Não,Não,Não,,Negativa,,Sim,- (*) 
2022,VITAMINA D;COLECALCIFEROL,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500219060045504,1055303840156,7891158104077,    -     ,    -     ,SOF D,7000 UI CAP GEL MOLE CT BL AL PLAS TRANS X 15,A11C2 - VITAMINA D PURA,Específico,Regulado,"80,41","90,06","104,07","111,29","96,88",,"112,07","97,47","112,86","98,06",,"116,12",,,Não,Não,Não,Não,,Negativa,,Não,- (*) 
2022,VITAMINA B1;NICOTINAMIDA;VITAMINA B2;VITAMINA B6;PANTOTENATO DE CÁLCIO,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505520100021207,1071500910019,7893736005233,    -     ,    -     ,B-VIT,(3+3+3+10+25)MG COM REV CT FR VD AMB X 50,"A11B4 - POLIVITAMÍNICOS SEM MINERAIS, OUTROS",Específico,Liberado,"16,30","18,26","21,10","22,56","19,64",,"22,72","19,76","22,88","19,88",,"23,54",,,Não,Não,Não,Não,,Negativa,,Sim,- (*) 
2022,VITAMINA B1;NICOTINAMIDA;VITAMINA B2;VITAMINA B6;PANTOTENATO DE CÁLCIO,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505520100021307,1071500910027,7893736010404,    -     ,    -     ,B-VIT,(3+3+3+10+25)MG/ML SOL OR CT FR VD AMB X 30 ML,"A11B4 - POLIVITAMÍNICOS SEM MINERAIS, OUTROS",Específico,Liberado,"10,28","11,51","13,30","14,22","12,38",,"14,32","12,46","14,42","12,53",,"14,84",,,Não,Não,Não,Não,,Negativa,,Sim,- (*) 
2022,VISMODEGIBE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529217010026901,1010006640012,7896226506838,    -     ,    -     ,ERIVEDGE,150 MG CAP DURA CT FR PLAS OPC X 28,L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,Novo,Regulado,"20498,74","22958,59","26530,67","28370,57","24697,27",,"28568,73","24846,96","28769,66","24998,46",,"29602,60",,,Não,Não,Não,Não,,Negativa,,Sim,- (*) 
2022,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057817,1832603370017,3660053323760,7891058022990,    -     ,DENGVAXIA,"PO LIOF CT 1 FA VD TRANS X 1 DOSE + 1 SER PREENC VD TRANS X 0,5 ML",J7E9 - TODAS OUTRAS VACINAS VIRAIS,Biológico,Regulado,"126,59","141,78","163,84","175,20","152,52",,"176,43","153,44","177,67","154,38",,"182,81",,,Não,Não,Não,Não,,Negativa,,Sim,- (*) 
2022,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030057917,1832603370025,3660053323777,    -     ,    -     ,DENGVAXIA,"PO LIOF CT 10 FA VD TRANS X 1 DOSE + 10 SER PREENC VD TRANS X 0,5 ML",J7E9 - TODAS OUTRAS VACINAS VIRAIS,Biológico,Regulado,"1265,96","1417,87","1638,47","1752,10","1525,25",,"1764,34","1534,49","1776,75","1543,85",,"1828,19",,,Não,Não,Não,Não,,Negativa,,Não,- (*) 
2022,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030058017,1832603370033,3660053323586,    -     ,    -     ,DENGVAXIA,"PO LIOF CT 1 FA VD TRANS X 1 DOSE + 1 SER PREENC VD TRANS X 0,5 ML + 2 AGU",J7E9 - TODAS OUTRAS VACINAS VIRAIS,Biológico,Regulado,"126,59","141,78","163,84","175,20","152,52",,"176,43","153,44","177,67","154,38",,"182,81",,,Não,Não,Não,Não,,Negativa,,Não,- (*) 
2022,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030058117,1832603370041,3660053323784,    -     ,    -     ,DENGVAXIA,"PO LIOF CT 10 FA VD TRANS X 1 DOSE + 10 SER PREENC VD TRANS X 0,5 ML + 20 AGU",J7E9 - TODAS OUTRAS VACINAS VIRAIS,Biológico,Regulado,"1265,96","1417,87","1638,47","1752,10","1525,25",,"1764,34","1534,49","1776,75","1543,85",,"1828,19",,,Não,Não,Não,Não,,Negativa,,Não,- (*) 
2022,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030058217,1832603370051,3660053323531,    -     ,    -     ,DENGVAXIA,"PO LIOF CT 5 FA VD TRANS X 5 DOSES + 5 FA VD TRANS X 2,5 ML",J7E9 - TODAS OUTRAS VACINAS VIRAIS,Biológico,Regulado,"3164,92","3544,71","4096,22","4380,30","3813,15",,"4410,89","3836,27","4441,92","3859,66",,"4570,52",,,Não,Não,Não,Não,,Negativa,,Não,- (*) 
2022,VÍRUS DA VARICELA -ZOSTER,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525514020016502,1002901740014,7897337712187,7897572020672,    -     ,ZOSTAVAX,PO LIOF INJ CT FA VD INC + FA VD INC DIL X 3 ML,J7E2 - VACINA CONTRA VARICELLA,Biológico,Regulado,"413,92","413,92","470,36","498,70","498,70",,"501,72","501,72","504,78","504,78",,"517,40",,,Não,Não,Sim,Não,,Positiva,,Sim,- (*) 
2022,VÍRUS DA VARICELA -ZOSTER,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510620060055307,1010701210020,7896015519902,    -     ,    -     ,VARILRIX,"PO LIOF INJ CT 10 FA VD TRANS + 10 AMP VD TRANS DIL X 0,5 ML",J7E2 - VACINA CONTRA VARICELLA,Novo,Regulado,"1467,10","1467,10","1667,16","1767,59","1767,59",,"1778,30","1778,30","1789,15","1789,15",,"1833,88",,,Não,Não,Sim,Não,,Positiva,,Não,- (*) 
2022,VÍRUS DA VARICELA -ZOSTER,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510608501157316,1010701210047,7896015533106,    -     ,    -     ,VARILRIX,"PO LIOF INJ CT FA VD TRANS+ SER PREENC VD TRANS DIL X 0,5 ML",J7E2 - VACINA CONTRA VARICELLA,Novo,Regulado,"151,44","151,44","172,09","182,46","182,46",,"183,56","183,56","184,68","184,68",,"189,30",,,Não,Não,Sim,Não,,Positiva,,Não,- (*) 
2022,VÍRUS DA VARICELA -ZOSTER,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510618090060407,1010701210063,7896015530259,    -     ,    -     ,VARILRIX,"PO LIOF INJ CT FA VD  TRANS + SER PREENC VD TRANS DIL X 0,5 ML + 2 AGU REMOV",J7E2 - VACINA CONTRA VARICELLA,Novo,Regulado,"151,44","151,44","172,09","182,46","182,46",,"183,56","183,56","184,68","184,68",,"189,30",,,Não,Não,Sim,Não,,Positiva,,Sim,- (*) 
2022,VIRUS DA VARICELA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502702157417,1002900240018,7897337703345,    -     ,    -     ,VACINA VARICELA (ATENUADA),"1350 UFP PO LIOF SOL INJ CT  FA VD INC + FA VD INC DIL X 0,7 ML",J7E2 - VACINA CONTRA VARICELLA,Novo,Regulado,"114,26","114,26","129,84","137,66","137,66",,"138,50","138,50","139,34","139,34",,"142,83",,,Não,Não,Sim,Não,,Positiva,,Sim,- (*) 
2022,VIRUS DA VARICELA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525519020021007,1002900240026,00000000000100,5437456192536,    -     ,VACINA VARICELA (ATENUADA),"1350 UFP PO LIOF SOL INJ CT 10 FA VD INC + 10 FA VD INC DIL X 0,7 ML",J7E2 - VACINA CONTRA VARICELLA,Novo,Regulado,"1142,62","1142,62","1298,43","1376,65","1376,65",,"1384,99","1384,99","1393,44","1393,44",,"1428,28",,,Não,Não,Sim,Não,,Positiva,,Sim,- (*) 
2022,VÍRUS DA HEPATITE A PURIFICADO INATIVADO,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502501151411,1002900300010,7897337701617,    -     ,    -     ,VAQTA,"25 U SUS INJ IM CT 1 FA VD INC X 0,5 ML",J7E4 - VACINA PARA HEPATITE,Novo,Regulado,"65,18","65,18","74,07","78,53","78,53",,"79,01","79,01","79,49","79,49",,"81,48",,,Não,Não,Sim,Não,,Positiva,,Sim,- (*) 
2022,VÍRUS DA HEPATITE A PURIFICADO INATIVADO,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502502158411,1002900300037,7897337701600,    -     ,    -     ,VAQTA,"50 U SUS INJ IM CT 1 FA VD INC X 1,0 ML",J7E4 - VACINA PARA HEPATITE,Novo,Regulado,"96,93","96,93","110,15","116,78","116,78",,"117,49","117,49","118,21","118,21",,"121,16",,,Não,Não,Sim,Não,,Positiva,,Sim,- (*) 
2022,VÍRUS DA HEPATITE A PURIFICADO INATIVADO,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525513100016103,1002900300061,7897337711449,    -     ,    -     ,VAQTA,"50 U SUS INJ IM CT 10 FA VD INC X 1,0 ML",J7E4 - VACINA PARA HEPATITE,Novo,Regulado,"969,19","969,19","1101,35","1167,70","1167,70",,"1174,78","1174,78","1181,94","1181,94",,"1211,49",,,Não,Não,Não,Não,,Positiva,,Não,- (*) 
2022,VÍRUS DA HEPATITE A PURIFICADO INATIVADO,61.821.344/0001-56,INSTITUTO BUTANTAN,545316120001207,1223400450019,7897965401781,    -     ,    -     ,VACINA ADSORVIDA HEPATITE A (INATIVADA),"25 U SUS INJ IM CT 10 FA VD TRANS X 0,5 ML",J7E4 - VACINA PARA HEPATITE,Biológico,Regulado,"581,87","651,70",,,,,,,,,,,,,Sim,Não,Não,Sim,,Negativa,,Sim,Tarja Vermelha
