ANO,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,PF 17% ZONA FRANCA DE MANAUS,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 20%,PF 21%,PF 22%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),ÚLTIMA ALTERAÇÃO,COMERCIALIZAÇÃO 2019,TARJA
2020,CLORIDRATO DE PIOGLITAZONA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200301111317,1055302380011,7896641811333,    -     ,    -     ,ACTOS,15 MG COM CT FR PLAS OPC X 15,A10K1 - ANTIDIABÉTICOS GLITAZONAS PUROS,Novo,Regulado,"53,36","53,36","60,64","64,29","64,29",,"64,68","64,68","65,07","65,07",,"66,70",,,Não,Não,Não,Não,,Positiva,,Não,Tarja  Vermelha
2020,CLORIDRATO DE PIOGLITAZONA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200302118315,1055302380046,7896641811364,    -     ,    -     ,ACTOS,30 MG COM CT FR PLAS OPC X 15,A10K1 - ANTIDIABÉTICOS GLITAZONAS PUROS,Novo,Regulado,"56,46","56,46","64,16","68,02","68,02",,"68,44","68,44","68,85","68,85",,"70,58",,,Não,Não,Não,Não,,Positiva,,Não,Tarja  Vermelha
2020,CLORIDRATO DE PIOGLITAZONA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200303114313,1055302380070,7896641811395,    -     ,    -     ,ACTOS,45 MG COM CT FR PLAS OPC X 15,A10K1 - ANTIDIABÉTICOS GLITAZONAS PUROS,Novo,Regulado,"110,24","110,24","125,27","132,82","132,82",,"133,62","133,62","134,44","134,44",,"137,80",,,Não,Não,Não,Não,,Positiva,,Não,Tarja  Vermelha
2020,CANDESARTANA CILEXETILA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200801114218,1055302190069,7891158031335,    -     ,    -     ,BLOPRESS,16 MG COM CT  BL AL PLAS INC X 30,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,Novo,Regulado,"103,12","103,12","117,18","124,24","124,24",,"124,99","124,99","125,76","125,76",,"128,90",,,Não,Não,Não,Não,,Positiva,,Não,Tarja  Vermelha
2020,CANDESARTANA CILEXETILA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200803117214,1055302190042,7891158031311,    -     ,    -     ,BLOPRESS,8 MG COM CT  BL AL PLAS INC X 30,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,Novo,Regulado,"91,66","91,66","104,16","110,43","110,43",,"111,10","111,10","111,78","111,78",,"114,57",,,Não,Não,Não,Não,,Positiva,,Não,Tarja  Vermelha
2020,ÁCIDO VALPRÓICO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202401113318,1055303150036,7891158000942,    -     ,    -     ,DEPAKENE,250 MG CAP MOLE CT FR VD AMB X 25  ,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"14,27","14,27","16,22","17,19","17,19",,"17,30","17,30","17,40","17,40",,"17,84",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,VALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202402111319,1055303150044,7891158000317,    -     ,    -     ,DEPAKENE,300 MG COM REV CT FR VD AMB X 25 ,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"17,31","17,31","19,67","20,86","20,86",,"20,98","20,98","21,11","21,11",,"21,64",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,VALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202403132311,1055303150011,7891158000966,    -     ,    -     ,DEPAKENE,50 MG/ML XPE CT FR VD AMB X 100 ML,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"11,23","11,23","12,76","13,53","13,53",,"13,61","13,61","13,70","13,70",,"14,04",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,VALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202404112312,1055303150052,7891158000898,    -     ,    -     ,DEPAKENE,500 MG COM REV CT FR PLAST OPC X 50 ,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"43,24","43,24","49,14","52,10","52,10",,"52,41","52,41","52,73","52,73",,"54,05",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,ÁCIDO VALPRÓICO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202405119310,1055303150079,7896255765633,    -     ,    -     ,DEPAKENE,250 MG CAP MOLE CT FR VD AMB X 50,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"28,53","28,53","32,42","34,37","34,37",,"34,58","34,58","34,79","34,79",,"35,66",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,DIVALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202503110318,1055302030258,7896255762595,    -     ,    -     ,DEPAKOTE,250 MG COM REV CT FR VD AMB X 30,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"33,86","33,86","38,48","40,80","40,80",,"41,04","41,04","41,29","41,29",,"42,33",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,DIVALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202504117316,1055302030290,7896255762618,    -     ,    -     ,DEPAKOTE,500 MG COM REV CT FR VD AMB X 30,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"63,11","63,11","71,72","76,04","76,04",,"76,50","76,50","76,96","76,96",,"78,89",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,DIVALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202601112315,1055302030071,7896255762649,    -     ,    -     ,DEPAKOTE,125 MG CAP GEL MCGRAN CT FR VD AMB X 30,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"19,88","19,88","22,59","23,95","23,95",,"24,10","24,10","24,24","24,24",,"24,85",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,DIVALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202603115311,1055302030371,7896255763233,    -     ,    -     ,DEPAKOTE,125 MG CAP GEL MCGRAN CT FR VD AMB X 60,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"39,75","39,75","45,17","47,89","47,89",,"48,18","48,18","48,48","48,48",,"49,69",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,CLORIDRATO DE VERAPAMIL,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202701117319,1055302670060,7896255713153,    -     ,    -     ,DILACORON,120MG COM REV RETARD CT BL AL PLAS PVC TRANS X 20,C08A0 - ANTAGONISTAS DO CÁLCIO PUROS,Novo,Regulado,"35,10","35,10","39,89","42,29","42,29",,"42,55","42,55","42,80","42,80",,"43,88",,,Não,Não,Não,Não,,Positiva,,Não,Tarja  Vermelha
2020,CLORIDRATO DE VERAPAMIL,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202705112311,1055302670087,7896255713160,    -     ,    -     ,DILACORON,80MG COM REV CT BL AL PLAS PVC AMB X 30,C08A0 - ANTAGONISTAS DO CÁLCIO PUROS,Novo,Regulado,"27,65","27,65","31,42","33,31","33,31",,"33,52","33,52","33,72","33,72",,"34,56",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja  Vermelha
2020,CLORANFENICOL;COLAGENASE,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500203601167312,1055302590075,7896255702218,    -     ,    -     ,IRUXOL,"0,6 UI/G + 10 MG/G POM VAG CT BG AL X 30 G + APLIC",G01C0 - ANTIBIOTICOS GINECOLÓGICOS,Novo,Regulado,"27,52","30,82","35,62","38,09","33,15",,"38,35","33,35","38,62","33,56",,"39,74",,,Não,Não,Não,Não,,Negativa,,Sim,Tarja  Vermelha
2020,CLORANFENICOL;COLAGENASE,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500204201162311,1055302590105,7896255765947,    -     ,    -     ,IRUXOL,"0,6 U/G + 0,01 G POM DERM CT 50 BG AL X 30 G",D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Novo,Regulado,"1675,37","1876,41","2168,36","2318,73","2018,51",,"2334,93","2030,75","2351,35","2043,13",,"2419,43",,,Sim,Não,Não,Não,,Negativa,,Sim,Tarja  Vermelha
2020,CLORANFENICOL;COLAGENASE,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500204203165318,1055302590032,7896255713368,    -     ,    -     ,IRUXOL,"0,6 U/G + 0,01 G POM DERM CT BG AL X 30 G",D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Novo,Regulado,"33,81","37,87","43,76","46,80","40,74",,"47,12","40,98","47,46","41,23",,"48,83",,,Não,Não,Não,Não,,Negativa,,Sim,Tarja  Vermelha
2020,CLORANFENICOL;COLAGENASE,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500204207160310,1055302590024,7896255765466,    -     ,    -     ,IRUXOL,"0,6 U/G + 0,01 G POM DERM CT BG AL X 15 G",D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Novo,Regulado,"21,64","24,24","28,01","29,95","26,08",,"30,16","26,23","30,38","26,39",,"31,25",,,Não,Não,Não,Não,,Negativa,,Sim,Tarja  Vermelha
2020,CLORANFENICOL;COLAGENASE,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500204208167319,1055302590040,7896255765473,    -     ,    -     ,IRUXOL,"0,6 U/G + 0,01 G POM DERM CT BG AL X 50 G",D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Novo,Regulado,"57,26","64,13","74,11","79,25","68,99",,"79,80","69,40","80,36","69,83",,"82,69",,,Não,Não,Não,Não,,Negativa,,Sim,Tarja  Vermelha
2020,CLARITROMICINA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500204405159319,1055302000138,7891158021206,    -     ,    -     ,KLARICID,500 MG PO LIOF INJ CT FA VD TRANS X CAPAC 10 ML,J01F0 - MACROLIDEOS E SIMILARES,Novo,Regulado,"160,69","160,69","182,60","193,60","193,60",,"194,78","194,78","195,96","195,96",,"200,86",,,Sim,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
2020,CLARITROMICINA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500204408131318,1055302000359,7891158042430,    -     ,    -     ,KLARICID,25 MG/ML GRAN SUS PED CT FR PLAS OPC X 60 ML + SER DOS + ADAPT,J01F0 - MACROLIDEOS E SIMILARES,Novo,Regulado,"51,28","51,28","58,27","61,78","61,78",,"62,16","62,16","62,54","62,54",,"64,10",,,Não,Não,Não,Não,,Positiva,,Sim,Tarja Vermelha (*)
