ANO,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,PF 17% ZONA FRANCA DE MANAUS,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 20%,PF 21%,PF 22%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),ÚLTIMA ALTERAÇÃO,COMERCIALIZAÇÃO 2018,TARJA
2019,CLORIDRATO DE PIOGLITAZONA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200301111317,1055302380011,7896641811333,,,ACTOS,15 MG COM CT FR PLAS OPC X 15,A10K1 - ANTIDIABÉTICOS GLITAZONAS PUROS,Novo (Referência),Regulado,"53,36","53,36","60,63","64,29","64,29",,"64,68","64,68","65,07","65,07",,"66,7",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Vermelha
2019,CLORIDRATO DE PIOGLITAZONA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200302118315,1055302380046,7896641811364,,,ACTOS,30 MG COM CT FR PLAS OPC X 15,A10K1 - ANTIDIABÉTICOS GLITAZONAS PUROS,Novo (Referência),Regulado,"56,46","56,46","64,16","68,02","68,02",,"68,43","68,43","68,85","68,85",,"70,57",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Vermelha
2019,CLORIDRATO DE PIOGLITAZONA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200303114313,1055302380070,7896641811395,,,ACTOS,45 MG COM CT FR PLAS OPC X 15,A10K1 - ANTIDIABÉTICOS GLITAZONAS PUROS,Novo (Referência),Regulado,"110,24","110,24","125,27","132,82","132,82",,"133,63","133,63","134,44","134,44",,"137,8",,,Não,Não,Não,,,POSITIVA,,Não,Tarja Vermelha
2019,CANDESARTANA CILEXETILA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200801114218,1055302190069,7891158031335,,,BLOPRESS,16 MG COM CT BL AL PLAS INC X 30,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,Novo,Regulado,"103,12","103,12","117,19","124,24","124,24",,125,125,"125,76","125,76",,"128,9",,,Não,Não,Não,,,POSITIVA,,Não,Tarja Vermelha
2019,CANDESARTANA CILEXETILA,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500200803117214,1055302190042,7891158031311,,,BLOPRESS,8 MG COM CT BL AL PLAS INC X 30,C09C0 - ANTAGONISTAS DA ANGIOTENSINA II PUROS,Novo,Regulado,"91,66","91,66","104,16","110,43","110,43",,"111,1","111,1","111,78","111,78",,"114,57",,,Não,Não,Não,,,POSITIVA,,Não,Tarja Vermelha
2019,CALCITRIOL,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500201301158311,1055301160034,7891158023989,,,CALCIJEX,1 MCG/ML SOL INJ CX 3 AMP VD AMB X 1 ML,A11C2 - VITAMINA D PURA,Específico,Regulado,"58,31","58,31","66,26","70,25","70,25",,"70,68","70,68","71,11","71,11",,"72,89",,,Sim,Sim,Sim,,,POSITIVA,,Não,Tarja Vermelha
2019,ÁCIDO VALPRÓICO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202401113318,1055303150036,7891158000942,,,DEPAKENE,250 MG CAP CT FR VD AMB X 25  ,N03A0 - ANTIEPILÉPTICOS,Novo (Referência),Regulado,"14,27","14,27","16,21","17,19","17,19",,"17,29","17,29","17,4","17,4",,"17,84",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Preta
2019,VALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202402111319,1055303150044,7891158000317,,,DEPAKENE,300 MG COM REV CT FR VD AMB X 25 ,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"17,31","17,31","19,67","20,86","20,86",,"20,98","20,98","21,11","21,11",,"21,64",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Preta
2019,VALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202403132311,1055303150011,7891158000966,,,DEPAKENE,50 MG/ML XPE CT FR VD AMB X 100 ML,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"11,23","11,23","12,76","13,53","13,53",,"13,61","13,61","13,69","13,69",,"14,03",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Preta
2019,VALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202404112312,1055303150052,7891158000898,,,DEPAKENE,500 MG COM REV CT FR PLAST OPC X 50 ,N03A0 - ANTIEPILÉPTICOS,Novo,Regulado,"43,24","43,24","49,13","52,09","52,09",,"52,41","52,41","52,73","52,73",,"54,05",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Preta
2019,ÁCIDO VALPRÓICO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202405119310,1055303150079,7896255765633,,,DEPAKENE,250 MG CAP CT FR VD AMB X 50,N03A0 - ANTIEPILÉPTICOS,Novo (Referência),Regulado,"28,53","28,53","32,42","34,37","34,37",,"34,58","34,58","34,79","34,79",,"35,66",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Vermelha
2019,DIVALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202503110318,1055302030258,7896255762595,,,DEPAKOTE,250 MG COM REV CT FR VD AMB X 30,N03A0 - ANTIEPILÉPTICOS,Novo (Referência),Regulado,"33,86","33,86","38,47","40,79","40,79",,"41,04","41,04","41,29","41,29",,"42,32",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Preta
2019,DIVALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202504117316,1055302030290,7896255762618,,,DEPAKOTE,500 MG COM REV CT FR VD AMB X 30,N03A0 - ANTIEPILÉPTICOS,Novo (Referência),Regulado,"63,11","63,11","71,71","76,03","76,03",,"76,49","76,49","76,96","76,96",,"78,88",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Preta
2019,DIVALPROATO DE SÓDIO,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500202601112315,1055302030071,7896255762649,,,DEPAKOTE SPRINKLE,125 MG CAP GEL MCGRAN CT FR VD AMB X 30,N03A0 - ANTIEPILÉPTICOS,Novo (Referência),Regulado,"19,88","19,88","22,59","23,95","23,95",,"24,09","24,09","24,24","24,24",,"24,85",,,Não,Não,Não,,,POSITIVA,,Sim,Tarja Preta
